,wav,sentence,label
5126,Ses03M_impro08a_F009,"That is I am paying you guys for service and I'm not getting any service.  I get, I get just dropped calls all the time and now it's completely not working at all.  I can't even call out, nine one one probably wouldn't even work.",fru
5127,Ses03M_impro08a_M007,I understand--we're not-,neu
5128,Ses03M_impro08a_M008,No.  Okay.  We're not charging you for any of these months.  We're going to give you three months free.,neu
5129,Ses03M_impro08a_F010,Well you better.  You better give me a whole freaking new phone that's what you better do.,fru
5130,Ses03M_impro08a_M009,We can give you a new phone--,neu
5131,Ses03M_impro08a_F011,I want a camera phone actually.,fru
5132,Ses03M_impro08a_M010,We can do that.  We can do that.  You just have to sign a one-year contract though with the--,neu
5133,Ses03M_impro08a_F012,"No, no, no...  I'm done with these contract business because this is what can happen.",fru
5134,Ses03M_impro08a_F013,"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone.",ang
5135,Ses03M_impro08a_M011,"Besides, it's sort of out of hands at the moment----The whole electrical power outage.",fru
5136,Ses03M_impro08a_F014,I want to talk to a supervisor,ang
5137,Ses03M_impro08a_F015,I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.,ang
5138,Ses03M_impro08a_M012,"Um- Let me connect you to my supervisor.  Actually, he's out right now so I'm supervisor until he comes back. Um-",neu
5139,Ses03M_impro08a_F016,What?,fru
5140,Ses03M_impro08a_M013,"So you could----speak with me some more, you could call back later on maybe.",neu
5141,Ses03M_impro08a_F017,That's ridiculous.  You know?,fru
5142,Ses03M_impro08a_F018,"No I don't want to call back, you put me on hold for like hours and hours----and it's money, money, money, money and out of my pocket, out of my pocket--",fru
5143,Ses03M_impro08a_M014,I didn't put you on hold.,fru
5144,Ses03M_impro08a_M015,There are a lot of people calling us having problems.  Every phone company is having the same problems ma'am,fru
5145,Ses03M_impro08a_F019,Every phone...every single phone company?,fru
5146,Ses03M_impro08a_M016,"Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up.",neu
5147,Ses03M_impro08a_F020,This is ridiculous.Well what are we supposed to do?  We starve then because I can't use my phone cause,ang
5148,Ses03M_impro08a_F021,"I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line",ang
5149,Ses03M_impro08a_M017,don't you-,neu
5150,Ses03M_impro08a_M018,I'm really sorry ma'am.  There's not----a lot we can do for it.,neu
5151,Ses03M_impro08a_F022,That you better be sorry.,ang
5152,Ses03M_impro08a_F023,Well you're not helping me at all.  God this is so frustrating.,fru
5153,Ses03M_impro08a_M019,"What I can do for you, if you want to make a call right now I could contact you through our computer.  I can call through my phone and you can speak through me.",neu
5154,Ses03M_impro08a_F024,What?  No.  That's way too complicated.  Look--,fru
5155,Ses03M_impro08a_F025,you need to fix my phone.  I don't care what you have to do--,fru
5156,Ses03M_impro08a_M020,I'm sorry it has to do with an electrical power outage and stuff--,neu
5157,Ses03M_impro08a_F026,"Well then go up the freaking pole and fix it like, you need to help me.  You don't understand I'm in dire, dire need of a phone right now.",xxx
5158,Ses03M_impro08a_M021,"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?",neu
5159,Ses03M_impro08a_F027,"Yeah yeah, woman going out in South Central on the payphone at night.  Oh that's real safe.",fru
5160,Ses03M_impro08a_M022,"I'm, I'm sorry you chose to live there um--",neu
5161,Ses03M_impro08a_F028,"No, no, no.  I didn't choose to live here.  I work there.  Okay?  Yeah. work work work",fru
5162,Ses03M_impro08a_M023,Well I'm sure maybe there's a phone at work you could use.,neu
5163,Ses03M_impro08a_F029,"We can't call out.  We can't make out-- line.  I don't work, I work at another office.",fru
5164,Ses03M_impro08a_F030,A law firm.  Thank you very much.,fru
5165,Ses03M_impro08a_M024,All right um--,neu
5166,Ses03M_impro08a_F031,"I work out of my home as a realtor and because I don't have a land line, I need a phone and because of now I don't have one I don't know what to do.  And you're not helping me at all.",fru
5167,Ses03M_impro08a_F032,"In fact, give me your name sir, what's your name again?",fru
5168,Ses03M_impro08a_M025,My name is Sara.,neu
5169,Ses03M_impro08a_F033,Okay.  Sara what?,fru
5170,Ses03M_impro08a_M026,Sara Brown.,neu
5171,Ses03M_impro08a_F034,"Sara Brown.  Sara Brown, um- yeah, I'm going to get off the phone with you. And then I'm going to call back and I'm going to give your supervisor your name because you're obviously incompetent to work here.",fru
5172,Ses03M_impro08a_M027,"You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.",neu
5173,Ses03M_impro08a_F035,"What are you, what are you a police officer now?  You know, like I'm done, I'm over it.  Goodbye and I hope that you lose your job.",fru
5174,Ses03M_impro08b_F000,Hello.,xxx
5175,Ses03M_impro08b_M000,Hello?,neu
5176,Ses03M_impro08b_F001,Oh God I finally got...you know how long I've been waiting on line?  You put on hold for like five hours.  Geez.,fru
5177,Ses03M_impro08b_M001,I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?,neu
5178,Ses03M_impro08b_F002,I've already been through this five times with these people.  I've been calling every single day.,fru
5179,Ses03M_impro08b_M002,I know I just need to verify every time.  I'm sorry.,neu
5180,Ses03M_impro08b_F003,Olivia Brown.,fru
5181,Ses03M_impro08b_M003,Alright Ms. Brown what's the nature of your problem?,neu
5182,Ses03M_impro08b_F004,Well my phone isn't working and it hasn't been working for the last five days.,fru
5183,Ses03M_impro08b_M004,Oh.  I'm sorry. Um- Did you drop it in water?,neu
5184,Ses03M_impro08b_F005,"Yeah, yeah, yeah you better be sorry.",ang
5185,Ses03M_impro08b_F006,No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.,ang
5186,Ses03M_impro08b_F007,Okay?  And it [GARBAGE]. My business is failing because my phone isn't working and I don't have a land line and I really can't handle this right now.,fru
5187,Ses03M_impro08b_M005,"Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",neu
5188,Ses03M_impro08b_F008,"the symptoms- This [GARBAGE] a doctor's office. I'm not receiving calls...I can't receive- no, it's, it cuts me off--",fru
5189,Ses03M_impro08b_M006,Is the phone turned on?,neu
5190,Ses03M_impro08b_F009,Yes the phone turns on.  No I mean I'm using it not turning on the phone.  Of course it turns on.,fru
5191,Ses03M_impro08b_M007,"Well, um- okay.  Your sim card is in- didn't fall out-",neu
5192,Ses03M_impro08b_F010,No- I don't have a sim card because it's Verizon and you guys don't use sim cards.,fru
5193,Ses03M_impro08b_M008,Alright.  Um- Well that could be the problem. cause--,neu
5194,Ses03M_impro08b_M009,you might have an older phone where we would use sim cards but probably not.,neu
5195,Ses03M_impro08b_F011,"Okay no.  Sir, this is the deal.  My phone isn't working and I don't care what the problem is but it needs to work.  That's why I'm paying you guys to fix it.",fru
5196,Ses03M_impro08b_M010,Okay.  How about this we'll send you a brand new camera phone with palm pilot-- and-,neu
5197,Ses03M_impro08b_F012,I don't know even how to use that stuff it's too complicated.  I just want my flip phone to work----that's all I need,fru
5198,Ses03M_impro08b_M011,"So we'll send it- And we'll give you, how about a free year's service?",neu
5199,Ses03M_impro08b_F013,"Look, I am on the road all the time.  Do you understand how important?  I'm a woman, a single mother by herself working...what?",fru
5200,Ses03M_impro08b_M012,Tell them my name.  My name is Brent Backersen.,neu
5201,Ses03M_impro08b_F014,"Brent Backersen, I am writing this down, Brent Backersen.  Alright.",fru
5202,Ses03M_impro08b_M013,Okay.  Tell them my - my ID number is two one three five.,neu
5203,Ses03M_impro08b_M014,"Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--",neu
5204,Ses03M_impro08b_F015,"I, I, I don't want a contract. Okay. I don't want any contracts.",fru
5205,Ses03M_impro08b_M015,It will be free.  No contract okay?,neu
5206,Ses03M_impro08b_F016,Really?  No contract?,fru
5207,Ses03M_impro08b_M016,"Go in there, yeah, go in there.  Tell them Brent Backersen sent you.",neu
5208,Ses03M_impro08b_F017,I want the best freaking camera phone there is though.  I want the really good kind--,xxx
5209,Ses03M_impro08b_M017,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",neu
5210,Ses03M_impro08b_F018,And palm pilot.,xxx
5211,Ses03M_impro08b_F019,And charger and accessories and I want a cover that's pink.,xxx
5212,Ses03M_impro08b_M018,They might only have orange.,neu
5213,Ses03M_impro08b_F020,no,xxx
5214,Ses03M_impro08b_M019,"Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer",neu
5215,Ses03M_impro08b_M020,and battling through with us.,neu
5216,Ses03M_impro08b_F021,"Alright. Well-  I guess - I guess that's okay but,",neu
5217,Ses03M_impro08b_F022,you better promise me.,xxx
5218,Ses03M_impro08b_M021,Yes.  You just tell them Brent Backersen sent you.,neu
5219,Ses03M_impro08b_F023,Okay.,neu
5220,Ses03M_impro08b_M022,Alright?  Great.  Have a nice evening.,neu
5221,Ses03M_impro08b_F024,Alright Thanks.,neu
5222,Ses03M_script01_1_F000,What's he going to say?  Maybe we ought to talk to him before he sees it.,neu
5223,Ses03M_script01_1_M000,He saw it.,sad
5224,Ses03M_script01_1_F001,"What do you mean. He couldn't have seen it. I was the first one up, he was still in bed.",sur
5225,Ses03M_script01_1_M001,He was out there when it happened.,sad
5226,Ses03M_script01_1_F002,When?,sur
5227,Ses03M_script01_1_M002,About four in the morning.  I heard a crack and I looked out and he was standing right there when it happened.,sad
5228,Ses03M_script01_1_F003,Well what was he doing out at four in the morning?,xxx
5229,Ses03M_script01_1_M003,I don't know. But after it cracked he ran back into the house and he cried in the kitchen.,sad
5230,Ses03M_script01_1_F004,Did you talk to him?,sad
5231,Ses03M_script01_1_M004,No.  I figured the best thing to do was leave him alone.,sad
5232,Ses03M_script01_1_F005,He cried hard?,sad
5233,Ses03M_script01_1_M005,I could hear it right through the floor.,sad
5234,Ses03M_script01_1_F006,"God, what was he doing out there anyway?",xxx
5235,Ses03M_script01_1_F007,Starting to dream about him again.  He's walking around at night again.,fru
5236,Ses03M_script01_1_M006,I guess he is.,sad
5237,Ses03M_script01_1_F008,"He's getting just like he did after he died, you know?  What, what, what's the meaning of this?",sad
5238,Ses03M_script01_1_M007,"I don't know.  But I know one thing mom, we made a terrible mistake with dad.",sad
5239,Ses03M_script01_1_F009,What?,xxx
5240,Ses03M_script01_1_M008,Being dishonest with him.  That kind of thing always pays off and now it's paying off.,fru
5241,Ses03M_script01_1_F010,What do you mean dishonest?,xxx
5242,Ses03M_script01_1_M009,You know that Larry's not coming back and I know that too.  Why we both go on letting him think that we both believe with him.,ang
5243,Ses03M_script01_1_F011,What are you going to do?  You want to argue with him?,xxx
5244,Ses03M_script01_1_M010,"No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.",fru
5245,Ses03M_script01_1_M011,"Why shouldn't he walk around and dream at him at night.  Walk around.  Why shouldn't he walk around?  Why shouldn't he dream of him, walk around at night waiting for him?  Do we contradict him?  Do we say flat out that we don't have anymore hope?",ang
5246,Ses03M_script01_1_M012,That we haven't had any hope for years now?,ang
5247,Ses03M_script01_1_F012,You can't say that to him.,xxx
5248,Ses03M_script01_1_M013,We got to say it to him.,xxx
5249,Ses03M_script01_1_F013,How are you going to prove it?  Can you prove it?,fru
5250,Ses03M_script01_1_M014,Larry's been gone for three years.  For god sakes no one comes back after three years.  It's insane.,fru
5251,Ses03M_script01_1_F014,"To you maybe, to me, but not to your father.  I mean,",xxx
5252,Ses03M_script01_1_F015,he still thinks he's alive still.  I mean you could talk yourself blue in the face and there's no body and there's no grave so where are you?,fru
5253,Ses03M_script01_1_M015,"Listen mom, just, sit down.  I want to talk to you.",fru
5254,Ses03M_script01_1_F016,No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.,ang
5255,Ses03M_script01_1_M016,Alright. Alright. Alright just listen.,fru
5256,Ses03M_script01_1_M017,"You know why I asked Annie here, right?",neu
5257,Ses03M_script01_1_F017,Why?,ang
5258,Ses03M_script01_1_M018,You know.,xxx
5259,Ses03M_script01_1_F018,Well I have an idea but I don't know.  What's the story?,xxx
5260,Ses03M_script01_1_M019,I want to ask her to marry me.,neu
5261,Ses03M_script01_1_F019,Well that's your business Chris.,xxx
5262,Ses03M_script01_1_M020,You know it's not just my business.,fru
5263,Ses03M_script01_1_F020,"Well what do you want me to do?  I mean, you're old enough to know your own mind.",ang
5264,Ses03M_script01_1_M021,Okay.  So then it's alright.  I'll go ahead with it.,neu
5265,Ses03M_script01_1_F021,"Well, I mean, you got to make sure your dad's not going--",neu
5266,Ses03M_script01_1_M022,Oh see then it's just not my business. God you infuriate me sometimes.  Isn't my business too if dad throws a fit?  Huh?  God you have such a talent for ignoring things.,ang
5267,Ses03M_script01_1_F022,Well I'm just saying--,fru
5268,Ses03M_script01_1_F023,You know I ignore what I got to ignore.,xxx
5269,Ses03M_script01_1_F024,She's not...she's Larry's girl.,xxx
5270,Ses03M_script01_1_M023,She's not Larry's girl.,fru
5271,Ses03M_script01_1_F025,From your father's point of view he is still alive and if you try and take her that's just not fair.  You can't do that.,fru
5272,Ses03M_script01_1_M024,I don't know why it is but every time I reach out for something I want I have to pull back,fru
5273,Ses03M_script01_1_F026,"And-And-And if you go on from there if you know already to go on from there, then you can.  But I'm telling you something that I don't know where to go.  You got it?  I mean, do you?",fru
5274,Ses03M_script01_1_M025,Because other people will suffer.,xxx
5275,Ses03M_script01_1_M026,"My whole entire, bloody life time and time again.",fru
5276,Ses03M_script01_1_F027,You're a considerate fellow.  There is nothing wrong in that.,xxx
